Filename,Width Min-Degree,Time Min-Degree,Width Min-Fill-in,Time Min-Fill-in,Width MCS,Time MCS
ER_10_0.50_99.al,3,0.000256,3,0.000000,4,0.000000
ER_10_0.50_9.al,4,0.000000,4,0.000000,4,0.000000
ER_10_0.75_0.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_10.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_11.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_12.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_13.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_14.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_15.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_16.al,7,0.000000,6,0.000000,7,0.000000
ER_10_0.75_17.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_18.al,6,0.000256,6,0.000000,7,0.000000
ER_10_0.75_19.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_1.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_20.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_21.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.75_22.al,6,0.000000,6,0.000256,8,0.000000
ER_10_0.75_23.al,7,0.000000,6,0.000000,7,0.000000
ER_10_0.75_24.al,7,0.000000,7,0.000000,8,0.000000
ER_10_0.75_25.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_26.al,6,0.000000,6,0.000000,8,0.000000
ER_10_0.75_27.al,7,0.000000,7,0.000000,8,0.000000
ER_10_0.75_28.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_29.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_2.al,6,0.000256,6,0.000000,6,0.000000
ER_10_0.75_30.al,7,0.000000,7,0.000000,8,0.000000
ER_10_0.75_31.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_32.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_33.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_34.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_35.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_36.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_37.al,6,0.000000,6,0.000256,6,0.000000
ER_10_0.75_38.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_39.al,6,0.000000,6,0.000000,8,0.000000
ER_10_0.75_3.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_40.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_41.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_42.al,7,0.000256,7,0.000000,8,0.000000
ER_10_0.75_43.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_44.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_45.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_46.al,7,0.000000,7,0.000256,7,0.000000
ER_10_0.75_47.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_48.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_49.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_4.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_50.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_51.al,7,0.000000,6,0.000000,6,0.000000
ER_10_0.75_52.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_53.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_54.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_55.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_56.al,7,0.000000,7,0.000000,8,0.000000
ER_10_0.75_57.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_58.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_59.al,5,0.000000,5,0.000256,5,0.000000
ER_10_0.75_5.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.75_60.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_61.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_62.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_63.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_64.al,6,0.000000,6,0.000000,8,0.000000
ER_10_0.75_65.al,6,0.000000,5,0.000000,6,0.000000
ER_10_0.75_66.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_67.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.75_68.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.75_69.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_6.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_70.al,7,0.000000,7,0.000000,8,0.000000
ER_10_0.75_71.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_72.al,7,0.000000,7,0.000000,8,0.000000
ER_10_0.75_73.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_74.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_75.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_76.al,7,0.000000,6,0.000000,6,0.000000
ER_10_0.75_77.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_78.al,7,0.000000,7,0.000000,8,0.000000
ER_10_0.75_79.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_7.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_80.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_81.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_82.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_83.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_84.al,6,0.000000,6,0.000000,7,0.000256
ER_10_0.75_85.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_86.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.75_87.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_88.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_89.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_8.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_90.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_91.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_92.al,5,0.000000,5,0.000000,6,0.000000
ER_10_0.75_93.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_94.al,7,0.000000,7,0.000000,7,0.000000
ER_10_0.75_95.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_96.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_97.al,6,0.000000,6,0.000000,7,0.000000
ER_10_0.75_98.al,6,0.000000,6,0.000000,6,0.000000
ER_10_0.75_99.al,5,0.000000,5,0.000000,5,0.000000
ER_10_0.75_9.al,6,0.000000,6,0.000000,6,0.000000
